ticker,entry_date,exit_date,entry_price,exit_price,predicted_return,actual_return,net_return,regime,confidence,holding_days,position_size,exit_reason
JPM,2016-02-24,2016-03-17,42.23134757573748,44.90238803863526,0.02547486266596809,0.06324781510008763,0.06124781510008763,mean_reverting,0.06191613352044293,17,0.04038772209678184,trailing_stop
UNH,2016-02-24,2016-04-05,102.22555097658109,108.62412756347656,0.028276011971726835,0.06259273269518818,0.06059273269518818,mean_reverting,0.06191613352044293,29,0.04038772209678184,trailing_stop
AAPL,2016-02-24,2016-04-06,21.295277251051747,25.1177105884552,0.03232632186060959,0.17949676317149935,0.17749676317149934,mean_reverting,0.06191613352044293,30,0.04038772209678184,time_stop
NVDA,2016-02-24,2016-04-06,0.7680184326528275,0.8759976579546929,0.03425538047401712,0.14059457522248803,0.13859457522248803,mean_reverting,0.06191613352044293,30,0.04038772209678184,time_stop
JPM,2016-03-21,2016-04-07,46.07195188605871,44.13380965995789,0.009107654235615362,-0.04206772551972778,-0.044067725519727784,mean_reverting,0.06191613352044293,13,0.04038772209678184,atr_stop
UNH,2016-04-07,2016-04-29,109.13511193169687,112.59152611160279,0.008974036687893493,0.03167096380557291,0.02967096380557291,mean_reverting,0.06191613352044293,17,0.04038772209678184,trailing_stop
JPM,2016-04-11,2016-05-03,44.63268051891335,48.16835906410218,0.031187905650078868,0.07921725749119116,0.07721725749119115,mean_reverting,0.06191613352044293,17,0.04038772209678184,trailing_stop
NVDA,2016-04-08,2016-05-04,0.8749144463476841,0.8505496682524681,0.01122591553352672,-0.02784818355317636,-0.02984818355317636,mean_reverting,0.06191613352044293,19,0.04038772209678184,regime_change
AAPL,2016-05-02,2016-05-04,21.29301413866083,21.321525371551516,0.015269282575374155,0.0013389946911705468,-0.0006610053088294532,mean_reverting,0.06191613352044293,3,0.04038772209678184,regime_change
UNH,2016-05-03,2016-05-04,112.43883207788151,112.89077674102784,0.005972456017655023,0.004019471340944546,0.002019471340944546,mean_reverting,0.06191613352044293,2,0.04038772209678184,regime_change
JPM,2016-05-05,2016-05-05,47.4766559066992,47.15202178382874,0.014675466873739607,-0.006837763036816082,-0.008837763036816082,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
NVDA,2016-05-06,2016-05-06,0.8550745998768238,0.864497032493353,0.2007516938466154,0.011019427565602497,0.009019427565602497,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
AAPL,2016-05-06,2016-05-06,21.285867524169056,21.11655741119385,0.04962418510486744,-0.00795410911878334,-0.00995410911878334,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
JPM,2016-05-09,2016-05-09,47.29939611127147,47.128927715301515,0.007972730034037442,-0.003604029014851046,-0.005604029014851046,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
NVDA,2016-05-10,2016-05-10,0.8695259923392867,0.8799127378761769,0.2007516938466154,0.011945296205518418,0.009945296205518418,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
AAPL,2016-05-10,2016-05-10,21.27675526884839,21.27598540878296,0.05029865477259787,-3.618315178705077e-05,-0.002036183151787051,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
JPM,2016-05-11,2016-05-11,47.76182736182052,47.59089678001404,0.008616920216034779,-0.003578811600142371,-0.005578811600142371,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
NVDA,2016-05-12,2016-05-12,0.8896108263302064,0.8703697417378427,0.2007516938466154,-0.021628653814540936,-0.023628653814540934,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
AAPL,2016-05-12,2016-05-12,21.13768990554194,20.574527383804323,0.05721313729941309,-0.02664257656604023,-0.02864257656604023,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
UNH,2016-05-12,2016-05-12,112.12218252170119,110.93277185821533,0.011178509028944694,-0.010608165456069756,-0.012608165456069756,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
JPM,2016-05-13,2016-05-13,47.5537293308967,47.12122206687928,0.02538137343761023,-0.009095128186642865,-0.011095128186642865,mean_reverting,0.06191613352044293,1,0.04038772209678184,regime_change
AAPL,2016-05-16,2016-05-16,21.06245163378907,21.380739905357363,0.046164846977973524,0.015111644033768785,0.013111644033768785,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-16,2016-05-16,0.9961582434705848,1.032355763912201,0.08346586690995017,0.036337118805045594,0.03433711880504559,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-05-17,2016-05-17,47.34562491197497,47.47539212226868,0.024319893830434813,0.002740849033780215,0.0007408490337802148,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-05-17,2016-05-17,111.75413017069779,110.7788342781067,0.012932408770346666,-0.008727157475982187,-0.010727157475982187,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-05-18,2016-05-18,21.46596436054385,21.535605899810793,0.05212973615794662,0.0032442772240388897,0.0012442772240388897,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-18,2016-05-18,1.0287348727238992,1.0609848119020462,0.07984194208085871,0.03134912603162285,0.029349126031622846,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-05-19,2016-05-19,48.96414981304916,48.80741696929932,0.012557744741280501,-0.003200971411701571,-0.005200971411701571,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-05-19,2016-05-19,111.00095823794325,111.15507276153565,0.02471512245655359,0.0013884071456575684,-0.0006115928543424316,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-20,2016-05-20,1.0733132410153337,1.0847197865843774,0.07259047591871765,0.010627415309116445,0.008627415309116445,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-05-20,2016-05-20,21.575395063272243,21.685923235893252,0.05446433207677575,0.0051228805913807515,0.0031228805913807514,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-05-23,2016-05-23,48.90249436982535,48.86131456756592,0.013807329720381161,-0.0008420797914316159,-0.002842079791431616,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-05-23,2016-05-23,111.37755051422761,111.51418419265748,0.026127442075313423,0.0012267613877216662,-0.0007732386122783338,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-05-24,2016-05-24,22.163567770954113,22.296282271385195,0.04149105156314924,0.005987957435490463,0.003987957435490463,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-24,2016-05-24,1.0908344660561555,1.1128049162626268,0.043326204307273644,0.02014095712056483,0.018140957120564828,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-05-25,2016-05-25,114.01371308194979,114.07930723953248,0.024836531080789502,0.0005753181420865329,-0.0014246818579134672,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-05-25,2016-05-25,50.05087660755154,50.447419921875,0.022197277055918754,0.00792280457808479,0.00592280457808479,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-26,2016-05-26,1.1112175122164016,1.119919939696789,0.03397225069507469,0.007831434786363016,0.005831434786363016,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-05-26,2016-05-26,22.724376710418245,22.867918612480164,0.006178492075327533,0.006316648588038541,0.004316648588038541,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-05-27,2016-05-27,113.81686085692328,114.57524444961548,0.010266633384322444,0.006663191964550361,0.004663191964550361,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-05-31,2016-05-31,1.1320909624120348,1.1461696876287462,0.015676929433084172,0.012436037106696118,0.010436037106696118,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-01,2016-06-01,114.33036060715644,115.02837165451051,0.027294186649899955,0.006105211630989821,0.004105211630989821,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-02,2016-06-02,1.1556663676181775,1.1564739906787873,0.03013686156693506,0.0006988375566161724,-0.0013011624433838277,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-06-03,2016-06-03,22.293514639825432,22.300838555336,0.011867899505029856,0.0003285222464422309,-0.0016714777535577691,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-03,2016-06-03,116.06784205100236,117.00352646636964,0.015304233292200486,0.008061530212271196,0.006061530212271196,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-07,2016-06-07,118.25036419692253,117.08902446746826,0.007400749697161752,-0.009821024546869795,-0.011821024546869795,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-07,2016-06-07,1.1424055153951176,1.1366024445295335,0.016282189520498695,-0.005079694370677993,-0.007079694370677993,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-09,2016-06-09,1.1301267544021592,1.1623616532087326,0.02128714787723294,0.02852325960872049,0.02652325960872049,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-13,2016-06-13,1.135775249772957,1.1478877069354059,0.01939871974716021,0.010664484161695024,0.008664484161695024,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-15,2016-06-15,1.1608230955973131,1.16187075650692,0.018053255518916997,0.0009025155629486815,-0.0010974844370513184,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-06-17,2016-06-17,48.01616791442628,47.9527762966156,0.02056101576042374,-0.0013202140146555586,-0.0033202140146555586,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-06-20,2016-06-20,21.885438923406575,21.65859315776825,0.01009446768613375,-0.010365145813717759,-0.012365145813717759,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-20,2016-06-20,1.1657345885845862,1.1667773405313493,0.021463696512102306,0.0008945020221362358,-0.0011054979778637643,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-06-21,2016-06-21,48.347579223632344,48.468646772384645,0.02019186325672681,0.002504107769125338,0.0005041077691253378,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-06-22,2016-06-22,21.942429712346183,21.761077137947083,0.01037807626005961,-0.008264926754991908,-0.010264926754991908,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-22,2016-06-22,1.163279102237456,1.1586818343400955,0.01897809040316348,-0.003951990445386731,-0.005951990445386731,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-06-23,2016-06-23,49.09518180797091,49.31559704780579,0.018367337229631936,0.004489549314574336,0.002489549314574336,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-06-24,2016-06-24,21.18100284242966,21.271427218437196,0.020365284883543663,0.0042691262864286645,0.0022691262864286644,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-24,2016-06-24,116.63939606709928,117.9228663711548,0.008779462366592649,0.011003746138373086,0.009003746138373086,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-24,2016-06-24,1.1419144102546996,1.1218828116059303,0.035700511397859444,-0.0175421191543606,-0.019542119154360597,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-06-27,2016-06-27,45.24926220324378,44.35708663749695,0.021683205143625185,-0.019716908570563945,-0.021716908570563943,high_volatility,0.05861418120688636,1,0.04748220540258534,regime_change
AAPL,2016-06-28,2016-06-28,21.178725405722165,21.3147004776001,0.06982838298094869,0.006420361436916064,0.004420361436916064,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-06-28,2016-06-28,1.132091240121507,1.1260531697273255,0.1642636704828467,-0.005333554558317683,-0.007333554558317683,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-28,2016-06-28,118.83185352823092,119.14254736328125,0.00622946447396309,0.002614566934921353,0.000614566934921353,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-06-29,2016-06-29,46.520957794890506,47.12122206687928,0.04030793167615338,0.012903093582795894,0.010903093582795894,high_volatility,0.05870132541700185,1,0.047489612660445164,regime_change
NVDA,2016-06-30,2016-06-30,1.1475619682594895,1.1532842344641687,0.1532495341634029,0.0049864550786378635,0.0029864550786378634,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-06-30,2016-06-30,21.529797378897012,21.772462128639223,0.05383727641122384,0.011271111635266253,0.009271111635266253,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
UNH,2016-06-30,2016-06-30,120.9555249512202,121.28127848815919,0.01193043106814956,0.0026931678984516176,0.0006931678984516175,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-07-01,2016-07-01,47.89284657658333,47.53459712409973,0.018788633967033175,-0.0074802288460916,-0.0094802288460916,high_volatility,0.058695201327913324,1,0.04748909211287263,regime_change
UNH,2016-07-05,2016-07-05,120.49982970924673,121.59048812484743,0.013855686295511238,0.009051119974462559,0.007051119974462559,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-07-05,2016-07-05,1.139458027499404,1.1616253081560135,0.16069156958778372,0.01945423185552234,0.01745423185552234,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-07-05,2016-07-05,21.746373346249907,21.633539315223697,0.03584301893656921,-0.005188636708735079,-0.007188636708735079,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-07-06,2016-07-06,45.83452765810616,46.704335430145264,0.03739890225445792,0.018977129611267435,0.016977129611267433,high_volatility,0.05872172121843205,1,0.047491346303566724,regime_change
NVDA,2016-07-07,2016-07-07,1.178013417281952,1.1994061242938043,0.12597532553101645,0.01815998586944108,0.016159985869441083,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-07-07,2016-07-07,21.817040162868402,21.84989417266846,0.03349268932323425,0.001505887579378162,-0.000494112420621838,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-07-08,2016-07-08,47.636523135999724,47.97688456726075,0.028981717923230024,0.007144967954300724,0.005144967954300724,high_volatility,0.05871320734409208,1,0.04749062262424784,regime_change
UNH,2016-07-08,2016-07-08,121.8325048644871,121.34139855957032,0.005598580505014199,-0.004030995713853503,-0.006030995713853503,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-07-11,2016-07-11,1.2666651551929575,1.2761935685276986,0.051040499509385946,0.007522440556351746,0.005522440556351746,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
AAPL,2016-07-11,2016-07-11,22.056415487869,22.086752307891846,0.03511346890341867,0.0013754193214002258,-0.0006245806785997743,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
JPM,2016-07-12,2016-07-12,48.95696729998092,49.03994758796692,0.02616434348627925,0.001694963813374043,-0.00030503618662595694,high_volatility,0.05870681525962303,1,0.047490079297067965,regime_change
AAPL,2016-07-13,2016-07-13,22.206878893129396,22.06170037174225,0.02351184503726016,-0.0065375473107146765,-0.008537547310714676,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
NVDA,2016-07-13,2016-07-13,1.2990808507890657,1.2948384686708452,0.04841274470886168,-0.003265679819422819,-0.005265679819422819,mean_reverting,0.06191613352044293,1,0.04776287134923765,regime_change
